====================================================================================================
 FULL VERIFICATION FILE - ALL 37,600 VALUES
====================================================================================================

Addr     Row   Col   Float           Hex      Binary               Reconstructed   Error       
10608    106   8     0.13745861      0023     0_0000000_00100011   0.13671875      7.40e-04    
10609    106   9     -0.13238700     8022     1_0000000_00100010   -0.13281250     4.25e-04    
10610    106   10    0.12071671      001F     0_0000000_00011111   0.12109375      3.77e-04    
10611    106   11    -0.09470287     8018     1_0000000_00011000   -0.09375000     9.53e-04    
10612    106   12    0.04796696      000C     0_0000000_00001100   0.04687500      1.09e-03    
10613    106   13    -0.07709491     8014     1_0000000_00010100   -0.07812500     1.03e-03    
10614    106   14    0.07205815      0012     0_0000000_00010010   0.07031250      1.75e-03    
10615    106   15    -0.12909618     8021     1_0000000_00100001   -0.12890625     1.90e-04    
10616    106   16    -0.01509500     8004     1_0000000_00000100   -0.01562500     5.30e-04    
10617    106   17    0.03949508      000A     0_0000000_00001010   0.03906250      4.33e-04    
10618    106   18    -0.05875432     800F     1_0000000_00001111   -0.05859375     1.61e-04    
10619    106   19    -0.25838155     8042     1_0000000_01000010   -0.25781250     5.69e-04    
10620    106   20    0.06153810      0010     0_0000000_00010000   0.06250000      9.62e-04    
10621    106   21    -0.10526558     801B     1_0000000_00011011   -0.10546875     2.03e-04    
10622    106   22    -0.09355813     8018     1_0000000_00011000   -0.09375000     1.92e-04    
10623    106   23    -0.03959112     800A     1_0000000_00001010   -0.03906250     5.29e-04    
10624    106   24    -0.18427606     802F     1_0000000_00101111   -0.18359375     6.82e-04    
10625    106   25    0.20340863      0034     0_0000000_00110100   0.20312500      2.84e-04    
10626    106   26    0.09544450      0018     0_0000000_00011000   0.09375000      1.69e-03    
10627    106   27    -0.15110856     8027     1_0000000_00100111   -0.15234375     1.24e-03    
10628    106   28    -0.01694887     8004     1_0000000_00000100   -0.01562500     1.32e-03    
10629    106   29    -0.02849398     8007     1_0000000_00000111   -0.02734375     1.15e-03    
10630    106   30    0.14108679      0024     0_0000000_00100100   0.14062500      4.62e-04    
10631    106   31    0.20536020      0035     0_0000000_00110101   0.20703125      1.67e-03    
10632    106   32    0.04551437      000C     0_0000000_00001100   0.04687500      1.36e-03    
10633    106   33    -0.13381535     8022     1_0000000_00100010   -0.13281250     1.00e-03    
10634    106   34    0.06604298      0011     0_0000000_00010001   0.06640625      3.63e-04    
10635    106   35    -0.01495408     8004     1_0000000_00000100   -0.01562500     6.71e-04    
10636    106   36    0.03020653      0008     0_0000000_00001000   0.03125000      1.04e-03    
10637    106   37    -0.02800955     8007     1_0000000_00000111   -0.02734375     6.66e-04    
10638    106   38    -0.23473260     803C     1_0000000_00111100   -0.23437500     3.58e-04    
10639    106   39    0.05880626      000F     0_0000000_00001111   0.05859375      2.13e-04    
10640    106   40    -0.07743626     8014     1_0000000_00010100   -0.07812500     6.89e-04    
10641    106   41    0.10369792      001B     0_0000000_00011011   0.10546875      1.77e-03    
10642    106   42    -0.15666281     8028     1_0000000_00101000   -0.15625000     4.13e-04    
10643    106   43    -0.09675121     8019     1_0000000_00011001   -0.09765625     9.05e-04    
10644    106   44    0.14845072      0026     0_0000000_00100110   0.14843750      1.32e-05    
10645    106   45    -0.18276246     802F     1_0000000_00101111   -0.18359375     8.31e-04    
10646    106   46    -0.13848646     8023     1_0000000_00100011   -0.13671875     1.77e-03    
10647    106   47    -0.20525174     8035     1_0000000_00110101   -0.20703125     1.78e-03    
10648    106   48    -0.00309220     8001     1_0000000_00000001   -0.00390625     8.14e-04    
10649    106   49    0.03031930      0008     0_0000000_00001000   0.03125000      9.31e-04    
10650    106   50    -0.04255259     800B     1_0000000_00001011   -0.04296875     4.16e-04    
10651    106   51    0.27333516      0046     0_0000000_01000110   0.27343750      1.02e-04    
10652    106   52    -0.00363892     8001     1_0000000_00000001   -0.00390625     2.67e-04    
10653    106   53    0.12146722      001F     0_0000000_00011111   0.12109375      3.73e-04    
10654    106   54    0.01839333      0005     0_0000000_00000101   0.01953125      1.14e-03    
10655    106   55    -0.24215354     803E     1_0000000_00111110   -0.24218750     3.40e-05    
10656    106   56    -0.04057006     800A     1_0000000_00001010   -0.03906250     1.51e-03    
10657    106   57    0.02012731      0005     0_0000000_00000101   0.01953125      5.96e-04    
10658    106   58    0.03769493      000A     0_0000000_00001010   0.03906250      1.37e-03    
10659    106   59    0.22057770      0038     0_0000000_00111000   0.21875000      1.83e-03    
10660    106   60    -0.08094334     8015     1_0000000_00010101   -0.08203125     1.09e-03    
10661    106   61    0.00413784      0001     0_0000000_00000001   0.00390625      2.32e-04    
10662    106   62    -0.07931669     8014     1_0000000_00010100   -0.07812500     1.19e-03    
10663    106   63    -0.25260976     8041     1_0000000_01000001   -0.25390625     1.30e-03    
10664    106   64    0.02787383      0007     0_0000000_00000111   0.02734375      5.30e-04    
10665    106   65    0.03518066      0009     0_0000000_00001001   0.03515625      2.44e-05    
10666    106   66    0.08839450      0017     0_0000000_00010111   0.08984375      1.45e-03    
10667    106   67    -0.05390610     800E     1_0000000_00001110   -0.05468750     7.81e-04    
10668    106   68    0.01711088      0004     0_0000000_00000100   0.01562500      1.49e-03    
10669    106   69    0.03359465      0009     0_0000000_00001001   0.03515625      1.56e-03    
10670    106   70    -0.25189793     8040     1_0000000_01000000   -0.25000000     1.90e-03    
10671    106   71    -0.02314144     8006     1_0000000_00000110   -0.02343750     2.96e-04    
10672    106   72    -0.00672327     8002     1_0000000_00000010   -0.00781250     1.09e-03    
10673    106   73    -0.17190738     802C     1_0000000_00101100   -0.17187500     3.24e-05    
10674    106   74    -0.04971313     800D     1_0000000_00001101   -0.05078125     1.07e-03    
10675    106   75    0.06774458      0011     0_0000000_00010001   0.06640625      1.34e-03    
10676    106   76    0.11489283      001D     0_0000000_00011101   0.11328125      1.61e-03    
10677    106   77    0.00956153      0002     0_0000000_00000010   0.00781250      1.75e-03    
10678    106   78    0.11451262      001D     0_0000000_00011101   0.11328125      1.23e-03    
10679    106   79    0.09103319      0017     0_0000000_00010111   0.08984375      1.19e-03    
10680    106   80    -0.07480794     8013     1_0000000_00010011   -0.07421875     5.89e-04    
10681    106   81    -0.06211994     8010     1_0000000_00010000   -0.06250000     3.80e-04    
10682    106   82    -0.03462305     8009     1_0000000_00001001   -0.03515625     5.33e-04    
10683    106   83    -0.09358313     8018     1_0000000_00011000   -0.09375000     1.67e-04    
10684    106   84    0.00548108      0001     0_0000000_00000001   0.00390625      1.57e-03    
10685    106   85    -0.22544083     803A     1_0000000_00111010   -0.22656250     1.12e-03    
10686    106   86    0.06273263      0010     0_0000000_00010000   0.06250000      2.33e-04    
10687    106   87    0.14019056      0024     0_0000000_00100100   0.14062500      4.34e-04    
10688    106   88    -0.16451308     802A     1_0000000_00101010   -0.16406250     4.51e-04    
10689    106   89    -0.00095987     8000     1_0000000_00000000   -0.00000000     9.60e-04    
10690    106   90    -0.06137694     8010     1_0000000_00010000   -0.06250000     1.12e-03    
10691    106   91    -0.01379132     8004     1_0000000_00000100   -0.01562500     1.83e-03    
10692    106   92    0.08071355      0015     0_0000000_00010101   0.08203125      1.32e-03    
10693    106   93    -0.30999881     804F     1_0000000_01001111   -0.30859375     1.41e-03    
10694    106   94    0.25083482      0040     0_0000000_01000000   0.25000000      8.35e-04    
10695    106   95    -0.10271207     801A     1_0000000_00011010   -0.10156250     1.15e-03    
10696    106   96    -0.11522198     801D     1_0000000_00011101   -0.11328125     1.94e-03    
10697    106   97    -0.20537940     8035     1_0000000_00110101   -0.20703125     1.65e-03    
10698    106   98    -0.16877088     802B     1_0000000_00101011   -0.16796875     8.02e-04    
10699    106   99    -0.23470029     803C     1_0000000_00111100   -0.23437500     3.25e-04    
10700    107   0     0.02995266      0008     0_0000000_00001000   0.03125000      1.30e-03    
10701    107   1     0.07329582      0013     0_0000000_00010011   0.07421875      9.23e-04    
10702    107   2     -0.05117411     800D     1_0000000_00001101   -0.05078125     3.93e-04    
10703    107   3     -0.06775454     8011     1_0000000_00010001   -0.06640625     1.35e-03    
10704    107   4     0.16137542      0029     0_0000000_00101001   0.16015625      1.22e-03    
10705    107   5     -0.04772657     800C     1_0000000_00001100   -0.04687500     8.52e-04    
10706    107   6     -0.00525607     8001     1_0000000_00000001   -0.00390625     1.35e-03    
10707    107   7     -0.03762744     800A     1_0000000_00001010   -0.03906250     1.44e-03    
10708    107   8     0.06423105      0010     0_0000000_00010000   0.06250000      1.73e-03    
10709    107   9     -0.12906259     8021     1_0000000_00100001   -0.12890625     1.56e-04    
10710    107   10    -0.09080020     8017     1_0000000_00010111   -0.08984375     9.56e-04    
10711    107   11    -0.00629984     8002     1_0000000_00000010   -0.00781250     1.51e-03    
10712    107   12    -0.05944112     800F     1_0000000_00001111   -0.05859375     8.47e-04    
10713    107   13    0.01588358      0004     0_0000000_00000100   0.01562500      2.59e-04    
10714    107   14    0.03427318      0009     0_0000000_00001001   0.03515625      8.83e-04    
10715    107   15    -0.02685403     8007     1_0000000_00000111   -0.02734375     4.90e-04    
10716    107   16    0.05209284      000D     0_0000000_00001101   0.05078125      1.31e-03    
10717    107   17    0.03934897      000A     0_0000000_00001010   0.03906250      2.86e-04    
10718    107   18    -0.00049106     8000     1_0000000_00000000   -0.00000000     4.91e-04    
10719    107   19    -0.06578244     8011     1_0000000_00010001   -0.06640625     6.24e-04    
10720    107   20    0.14207925      0024     0_0000000_00100100   0.14062500      1.45e-03    
10721    107   21    -0.01491063     8004     1_0000000_00000100   -0.01562500     7.14e-04    
10722    107   22    0.03436984      0009     0_0000000_00001001   0.03515625      7.86e-04    
10723    107   23    0.00743840      0002     0_0000000_00000010   0.00781250      3.74e-04    
10724    107   24    -0.01614642     8004     1_0000000_00000100   -0.01562500     5.21e-04    
10725    107   25    0.11344273      001D     0_0000000_00011101   0.11328125      1.61e-04    
10726    107   26    0.05152272      000D     0_0000000_00001101   0.05078125      7.41e-04    
10727    107   27    -0.12868212     8021     1_0000000_00100001   -0.12890625     2.24e-04    
10728    107   28    0.01985271      0005     0_0000000_00000101   0.01953125      3.21e-04    
10729    107   29    0.20505871      0034     0_0000000_00110100   0.20312500      1.93e-03    
10730    107   30    0.07418235      0013     0_0000000_00010011   0.07421875      3.64e-05    
10731    107   31    -0.00843966     8002     1_0000000_00000010   -0.00781250     6.27e-04    
10732    107   32    -0.00339434     8001     1_0000000_00000001   -0.00390625     5.12e-04    
10733    107   33    -0.12907290     8021     1_0000000_00100001   -0.12890625     1.67e-04    
10734    107   34    0.00119244      0000     0_0000000_00000000   0.00000000      1.19e-03    
10735    107   35    -0.02281273     8006     1_0000000_00000110   -0.02343750     6.25e-04    
10736    107   36    0.09887675      0019     0_0000000_00011001   0.09765625      1.22e-03    
10737    107   37    -0.09109204     8017     1_0000000_00010111   -0.08984375     1.25e-03    
10738    107   38    -0.04442392     800B     1_0000000_00001011   -0.04296875     1.46e-03    
